timestamp,do_mean,temp_mean,ph_mean
2026-04-09 16:10:00,9.86,30.36,7.343
2026-04-09 16:15:00,9.938,30.3,7.358
2026-04-09 16:20:00,9.804,30.26,7.36
2026-04-09 16:25:00,9.888,30.22,7.36
2026-04-09 16:30:00,10.059,30.18,7.375
2026-04-09 16:35:00,10.124,30.14,7.388
2026-04-09 16:40:00,9.215,30.09,7.403
2026-04-09 16:45:00,8.659,30.07,7.427
2026-04-09 16:50:00,9.827,30.03,7.443
2026-04-09 16:55:00,9.916,30.0,7.461
2026-04-09 17:00:00,8.999,29.97,7.477
2026-04-09 17:05:00,8.863,29.93,7.498
2026-04-09 17:10:00,9.057,29.89,7.516
2026-04-09 17:15:00,8.723,29.88,7.53
2026-04-09 17:20:00,8.772,29.83,7.545
2026-04-09 17:25:00,9.491,29.81,7.562
2026-04-09 17:30:00,9.328,29.76,7.576
2026-04-09 17:35:00,8.48,29.74,7.605
2026-04-09 17:40:00,9.408,29.7,7.612
2026-04-09 17:45:00,9.352,29.68,7.624
2026-04-09 17:50:00,8.478,29.63,7.637
2026-04-09 17:55:00,8.273,29.61,7.65
2026-04-09 18:00:00,8.662,29.58,7.664
2026-04-09 18:05:00,8.45,29.55,7.681
2026-04-09 18:10:00,9.088,29.5,7.685
2026-04-09 18:15:00,8.692,29.47,7.704
2026-04-09 18:20:00,7.36,29.44,7.717
2026-04-09 18:25:00,8.356,29.41,7.731
2026-04-09 18:30:00,8.254,29.37,7.744
2026-04-09 18:35:00,8.116,29.34,7.754
2026-04-09 18:40:00,8.928,29.33,7.771
2026-04-09 18:45:00,8.083,29.29,7.791
2026-04-09 18:50:00,7.959,29.27,7.796
2026-04-09 18:55:00,8.383,29.24,7.807
2026-04-09 19:00:00,8.018,29.21,7.809
2026-04-09 19:05:00,8.256,29.2,7.818
2026-04-27 20:50:00,3.004,33.09,10.326
2026-04-27 20:55:00,2.936,33.1,10.33
2026-04-27 21:00:00,2.49,33.1,10.331
2026-04-27 21:05:00,2.407,33.09,10.325
2026-04-27 21:10:00,2.773,33.08,10.317
2026-04-27 21:15:00,3.047,33.08,10.313
2026-04-27 21:20:00,3.156,33.08,10.319
2026-04-27 21:25:00,3.58,33.08,10.313
2026-04-27 21:30:00,2.767,33.08,10.317
2026-04-27 21:35:00,2.869,33.08,10.306
2026-04-27 21:40:00,3.247,33.08,10.31
2026-04-27 21:45:00,2.806,33.07,10.314
2026-04-27 21:50:00,3.25,33.07,10.308
2026-04-27 21:55:00,3.111,33.03,10.295
2026-04-27 22:00:00,3.231,33.01,10.314
2026-04-27 22:05:00,3.46,32.96,10.314
2026-04-27 22:10:00,3.699,32.92,10.319
